path,label,group,split
Angry/LastEntry_cat1003Ang.mp3,Angry,Angry/lastentry_cat1003ang,val
Angry/LastEntry_cat1008Ang.mp3,Angry,Angry/lastentry_cat1008ang,train
Angry/LastEntry_cat1010Ang.mp3,Angry,Angry/lastentry_cat1010ang,train
Angry/LastEntry_cat1057Ang.mp3,Angry,Angry/lastentry_cat1057ang,val
Angry/LastEntry_cat1070Ang.mp3,Angry,Angry/lastentry_cat1070ang,test
Angry/LastEntry_cat1209Ang.mp3,Angry,Angry/lastentry_cat1209ang,train
Angry/LastEntry_cat1261Ang.mp3,Angry,Angry/lastentry_cat1261ang,val
Angry/LastEntry_cat1262Ang.mp3,Angry,Angry/lastentry_cat1262ang,train
Angry/LastEntry_cat1263Ang.mp3,Angry,Angry/lastentry_cat1263ang,train
Angry/LastEntry_cat1264Ang.mp3,Angry,Angry/lastentry_cat1264ang,train
Angry/LastEntry_cat1265Ang.mp3,Angry,Angry/lastentry_cat1265ang,train
Angry/LastEntry_cat1266Ang.mp3,Angry,Angry/lastentry_cat1266ang,train
Angry/LastEntry_cat1267Ang.mp3,Angry,Angry/lastentry_cat1267ang,train
Angry/LastEntry_cat1268Ang.mp3,Angry,Angry/lastentry_cat1268ang,train
Angry/LastEntry_cat1269Ang.mp3,Angry,Angry/lastentry_cat1269ang,test
Angry/LastEntry_cat1270Ang.mp3,Angry,Angry/lastentry_cat1270ang,train
Angry/LastEntry_cat1271Ang.mp3,Angry,Angry/lastentry_cat1271ang,test
Angry/LastEntry_cat1272Ang.mp3,Angry,Angry/lastentry_cat1272ang,test
Angry/LastEntry_cat1273Ang.mp3,Angry,Angry/lastentry_cat1273ang,train
Angry/LastEntry_cat1274Ang.mp3,Angry,Angry/lastentry_cat1274ang,train
Angry/LastEntry_cat1275Ang.mp3,Angry,Angry/lastentry_cat1275ang,test
Angry/LastEntry_cat1276Ang.mp3,Angry,Angry/lastentry_cat1276ang,val
Angry/LastEntry_cat1277Ang.mp3,Angry,Angry/lastentry_cat1277ang,train
Angry/LastEntry_cat1278Ang.mp3,Angry,Angry/lastentry_cat1278ang,test
Angry/LastEntry_cat1279Ang (2).mp3,Angry,Angry/lastentry_cat1279ang,train
Angry/LastEntry_cat1279Ang.mp3,Angry,Angry/lastentry_cat1279ang,train
Angry/LastEntry_cat1280Ang.mp3,Angry,Angry/lastentry_cat1280ang,train
Angry/LastEntry_cat1281Ang.mp3,Angry,Angry/lastentry_cat1281ang,val
Angry/Last_addCat106Ang.mp3,Angry,Angry/last_addcat106ang,train
Angry/Last_addCat107Ang.mp3,Angry,Angry/last_addcat107ang,val
Angry/Last_addCat108Ang.mp3,Angry,Angry/last_addcat108ang,train
Angry/Last_addCat109Hiss (2).mp3,Angry,Angry/last_addcat109hiss,train
Angry/Last_addCat110Ang.mp3,Angry,Angry/last_addcat110ang,train
Angry/Last_addCat173Ang.mp3,Angry,Angry/last_addcat173ang,train
Angry/Last_addCat246Ang.mp3,Angry,Angry/last_addcat246ang,train
Angry/Last_addCat247Ang.mp3,Angry,Angry/last_addcat247ang,train
Angry/Last_addCat248Ang.mp3,Angry,Angry/last_addcat248ang,train
Angry/Last_addCat249Ang.mp3,Angry,Angry/last_addcat249ang,train
Angry/Last_addCat250Ang.mp3,Angry,Angry/last_addcat250ang,test
Angry/Last_addCat253Angry.mp3,Angry,Angry/last_addcat253angry,train
Angry/Last_addCat255Ang.mp3,Angry,Angry/last_addcat255ang,test
Angry/Last_addCat256Ang.mp3,Angry,Angry/last_addcat256ang,train
Angry/Last_addCat257Ang.mp3,Angry,Angry/last_addcat257ang,train
Angry/Last_addCat271Ang.mp3,Angry,Angry/last_addcat271ang,train
Angry/Last_addCat280Ang.mp3,Angry,Angry/last_addcat280ang,train
Angry/Last_addCat281Ang.mp3,Angry,Angry/last_addcat281ang,test
Angry/Last_addCat285Ang.mp3,Angry,Angry/last_addcat285ang,train
Angry/Last_addCat287Ang.mp3,Angry,Angry/last_addcat287ang,train
Angry/Last_addCat293Ang.mp3,Angry,Angry/last_addcat293ang,test
Angry/Last_addCat294Ang.mp3,Angry,Angry/last_addcat294ang,train
Angry/Last_addCat316Ang.mp3,Angry,Angry/last_addcat316ang,train
Angry/Last_addCat320Angry.mp3,Angry,Angry/last_addcat320angry,train
Angry/Last_addCat342Ang.mp3,Angry,Angry/last_addcat342ang,train
Angry/Last_addCat358Ang.mp3,Angry,Angry/last_addcat358ang,val
Angry/Last_addCat359Ang.mp3,Angry,Angry/last_addcat359ang,train
Angry/Last_addCat360Ang.mp3,Angry,Angry/last_addcat360ang,val
Angry/Last_addCat361Ang.mp3,Angry,Angry/last_addcat361ang,test
Angry/Online_Cat0525veryAng.mp3,Angry,Angry/online_cat0525veryang,train
Angry/Online_Cat0526veryAng.mp3,Angry,Angry/online_cat0526veryang,train
Angry/Online_Cat0527VeryAng.mp3,Angry,Angry/online_cat0527veryang,val
Angry/Online_Cat0528VeryAng.mp3,Angry,Angry/online_cat0528veryang,train
Angry/Online_Cat0529VeryAng.mp3,Angry,Angry/online_cat0529veryang,test
Angry/Online_Cat0530VeryAng.mp3,Angry,Angry/online_cat0530veryang,train
Angry/Online_Cat0531VeryAng.mp3,Angry,Angry/online_cat0531veryang,train
Angry/Online_Cat0532VeryAng.mp3,Angry,Angry/online_cat0532veryang,train
Angry/Online_Cat0533VeryAng (2).mp3,Angry,Angry/online_cat0533veryang,val
Angry/Online_Cat0533VeryAng (3).mp3,Angry,Angry/online_cat0533veryang,val
Angry/Online_Cat0533VeryAng.mp3,Angry,Angry/online_cat0533veryang,val
Angry/Online_Cat0550VeryAngry.mp3,Angry,Angry/online_cat0550veryangry,train
Angry/YashLL_Cat0210Ang.mp3,Angry,Angry/yashll_cat0210ang,train
Angry/YashLL_Cat0211Ang.mp3,Angry,Angry/yashll_cat0211ang,train
Angry/YashLL_Cat0212Ang.mp3,Angry,Angry/yashll_cat0212ang,train
Angry/YashLL_Cat0213Ang.mp3,Angry,Angry/yashll_cat0213ang,train
Angry/YashLL_Cat0247Angry.mp3,Angry,Angry/yashll_cat0247angry,train
Angry/YashLL_Cat0248Angry.mp3,Angry,Angry/yashll_cat0248angry,val
Angry/YashLL_Cat0253Ang (2).mp3,Angry,Angry/yashll_cat0253ang,train
Angry/YashLL_Cat0253Ang.mp3,Angry,Angry/yashll_cat0253ang,train
Angry/YashLL_Cat0254Ang.mp3,Angry,Angry/yashll_cat0254ang,train
Angry/YashLL_Cat0255Ang.mp3,Angry,Angry/yashll_cat0255ang,val
Angry/YashLL_Cat0256Ang.mp3,Angry,Angry/yashll_cat0256ang,test
Angry/YashLL_Cat0257Ang.mp3,Angry,Angry/yashll_cat0257ang,train
Angry/YashLL_Cat0265Ang (2).mp3,Angry,Angry/yashll_cat0265ang,train
Angry/YashLL_Cat0265Ang.mp3,Angry,Angry/yashll_cat0265ang,train
Angry/YashLL_Cat0266Ang.mp3,Angry,Angry/yashll_cat0266ang,test
Angry/YashLL_Cat0267Ang.mp3,Angry,Angry/yashll_cat0267ang,val
Angry/YashLL_Cat0268Ang.mp3,Angry,Angry/yashll_cat0268ang,train
Angry/YashLL_Cat0269Ang.mp3,Angry,Angry/yashll_cat0269ang,test
Angry/YashLL_Cat0270Ang.mp3,Angry,Angry/yashll_cat0270ang,test
Angry/YashLL_Cat0271Ang.mp3,Angry,Angry/yashll_cat0271ang,val
Angry/YashLL_Cat0272Ang.mp3,Angry,Angry/yashll_cat0272ang,train
Angry/YashLL_Cat0273Ang.mp3,Angry,Angry/yashll_cat0273ang,train
Angry/YashLL_Cat0274Ang.mp3,Angry,Angry/yashll_cat0274ang,train
Angry/YashLL_Cat0275Ang.mp3,Angry,Angry/yashll_cat0275ang,train
Angry/YashLL_Cat0276Ang.mp3,Angry,Angry/yashll_cat0276ang,val
Angry/YashLL_Cat0277Ang.mp3,Angry,Angry/yashll_cat0277ang,train
Angry/YashLL_Cat0278Ang.mp3,Angry,Angry/yashll_cat0278ang,val
Angry/YashLL_Cat0279Ang.mp3,Angry,Angry/yashll_cat0279ang,test
Angry/YashLL_Cat0280Ang (2).mp3,Angry,Angry/yashll_cat0280ang,train
Angry/YashLL_Cat0280Ang.mp3,Angry,Angry/yashll_cat0280ang,train
Angry/YashLL_Cat0281Ang.mp3,Angry,Angry/yashll_cat0281ang,train
Angry/YashLL_Cat0282Ang.mp3,Angry,Angry/yashll_cat0282ang,train
Angry/YashLL_Cat0283Ang.mp3,Angry,Angry/yashll_cat0283ang,train
Angry/YashLL_Cat0284Ang.mp3,Angry,Angry/yashll_cat0284ang,train
Angry/YashLL_Cat0285Ang.mp3,Angry,Angry/yashll_cat0285ang,train
Angry/YashLL_Cat0286Ang.mp3,Angry,Angry/yashll_cat0286ang,train
Angry/YashLL_Cat0287Ang.mp3,Angry,Angry/yashll_cat0287ang,val
Angry/YashLL_Cat0288Ang.mp3,Angry,Angry/yashll_cat0288ang,train
Angry/YashLL_Cat0289Ang.mp3,Angry,Angry/yashll_cat0289ang,train
Angry/YashLL_Cat0290Ang.mp3,Angry,Angry/yashll_cat0290ang,test
Angry/YashLL_Cat0291Ang.mp3,Angry,Angry/yashll_cat0291ang,test
Angry/YashLL_Cat0292Ang.mp3,Angry,Angry/yashll_cat0292ang,train
Angry/YashLL_Cat0293Ang.mp3,Angry,Angry/yashll_cat0293ang,val
Angry/YashLL_Cat0294Ang.mp3,Angry,Angry/yashll_cat0294ang,val
Angry/YashLL_Cat0295Ang.mp3,Angry,Angry/yashll_cat0295ang,test
Angry/YashLL_Cat0296Ang (2).mp3,Angry,Angry/yashll_cat0296ang,train
Angry/YashLL_Cat0296Ang.mp3,Angry,Angry/yashll_cat0296ang,train
Angry/YashLL_Cat0297Ang.mp3,Angry,Angry/yashll_cat0297ang,val
Angry/car_extcoll0103.mp3,Angry,Angry/car_extcoll0103,train
Angry/car_extcoll0104.mp3,Angry,Angry/car_extcoll0104,test
Angry/car_extcoll0117.mp3,Angry,Angry/car_extcoll0117,train
Angry/car_extcoll0128.mp3,Angry,Angry/car_extcoll0128,train
Angry/car_extcoll0149.mp3,Angry,Angry/car_extcoll0149,val
Angry/car_extcoll0150.mp3,Angry,Angry/car_extcoll0150,test
Angry/car_extcoll0151.mp3,Angry,Angry/car_extcoll0151,test
Angry/car_extcoll0155.mp3,Angry,Angry/car_extcoll0155,train
Angry/car_extcoll0156.mp3,Angry,Angry/car_extcoll0156,train
Angry/car_extcoll0162.mp3,Angry,Angry/car_extcoll0162,test
Angry/car_extcoll0169.mp3,Angry,Angry/car_extcoll0169,train
Angry/car_extcoll0171.mp3,Angry,Angry/car_extcoll0171,train
Angry/car_extcoll01716.mp3,Angry,Angry/car_extcoll01716,train
Angry/car_extcoll0172.mp3,Angry,Angry/car_extcoll0172,train
Angry/car_extcoll01728.mp3,Angry,Angry/car_extcoll01728,train
Angry/car_extcoll0174.mp3,Angry,Angry/car_extcoll0174,train
Angry/car_extcoll0175.mp3,Angry,Angry/car_extcoll0175,train
Angry/car_extcoll0177.mp3,Angry,Angry/car_extcoll0177,train
Angry/car_extcoll0191.mp3,Angry,Angry/car_extcoll0191,train
Angry/car_extcoll0212.mp3,Angry,Angry/car_extcoll0212,train
Angry/car_extcoll0215.mp3,Angry,Angry/car_extcoll0215,train
Angry/car_extcoll0217.mp3,Angry,Angry/car_extcoll0217,val
Angry/car_extcoll0227.mp3,Angry,Angry/car_extcoll0227,test
Angry/car_extcoll02418.mp3,Angry,Angry/car_extcoll02418,train
Angry/car_extcoll0244.mp3,Angry,Angry/car_extcoll0244,train
Angry/car_extcoll0247.mp3,Angry,Angry/car_extcoll0247,train
Angry/car_extcoll0306.mp3,Angry,Angry/car_extcoll0306,train
Angry/car_extcoll0307.mp3,Angry,Angry/car_extcoll0307,val
Angry/cat014.mp3,Angry,Angry/cat014,train
Angry/cat02.mp3,Angry,Angry/cat02,train
Angry/cat03.mp3,Angry,Angry/cat03,train
Angry/cat0319.mp3,Angry,Angry/cat0319,train
Angry/cat0327.mp3,Angry,Angry/cat0327,val
Angry/cat0328.mp3,Angry,Angry/cat0328,val
Angry/cat0329.mp3,Angry,Angry/cat0329,val
Angry/cat0330.mp3,Angry,Angry/cat0330,train
Angry/cat0331.mp3,Angry,Angry/cat0331,train
Angry/cat0344.mp3,Angry,Angry/cat0344,test
Angry/cat0350.mp3,Angry,Angry/cat0350,train
Angry/cat0367.mp3,Angry,Angry/cat0367,train
Angry/cat0368.mp3,Angry,Angry/cat0368,train
Angry/cat0371.mp3,Angry,Angry/cat0371,train
Angry/cat0374.mp3,Angry,Angry/cat0374,val
Angry/cat0375.mp3,Angry,Angry/cat0375,train
Angry/cat0376.mp3,Angry,Angry/cat0376,train
Angry/cat0377.mp3,Angry,Angry/cat0377,train
Angry/cat0378.mp3,Angry,Angry/cat0378,train
Angry/cat0381.mp3,Angry,Angry/cat0381,train
Angry/cat0382.mp3,Angry,Angry/cat0382,test
Angry/cat0383.mp3,Angry,Angry/cat0383,train
Angry/cat04.mp3,Angry,Angry/cat04,test
Angry/cat05.mp3,Angry,Angry/cat05,val
Angry/cat06.mp3,Angry,Angry/cat06,train
Angry/cat07.mp3,Angry,Angry/cat07,train
Angry/cat08.mp3,Angry,Angry/cat08,train
Angry/cat09.mp3,Angry,Angry/cat09,val
Angry/cat13.mp3,Angry,Angry/cat13,train
Angry/cat13sd.mp3,Angry,Angry/cat13sd,train
Angry/cat14.mp3,Angry,Angry/cat14,train
Angry/cat15.mp3,Angry,Angry/cat15,train
Angry/cat16.mp3,Angry,Angry/cat16,val
Angry/cat17.mp3,Angry,Angry/cat17,test
Angry/cat18.mp3,Angry,Angry/cat18,train
Angry/cat24.mp3,Angry,Angry/cat24,train
Angry/cat25.mp3,Angry,Angry/cat25,train
Angry/cat27.mp3,Angry,Angry/cat27,test
Angry/cat29.mp3,Angry,Angry/cat29,val
Angry/cat_101.mp3,Angry,Angry/cat_101,train
Angry/cat_102.mp3,Angry,Angry/cat_102,train
Angry/cat_103.mp3,Angry,Angry/cat_103,train
Angry/cat_flickr01303.mp3,Angry,Angry/cat_flickr01303,train
Angry/cat_flickr01305.mp3,Angry,Angry/cat_flickr01305,val
Angry/cat_flickr01306.mp3,Angry,Angry/cat_flickr01306,val
Angry/cat_flickr01307.mp3,Angry,Angry/cat_flickr01307,train
Angry/cat_flickr01322.mp3,Angry,Angry/cat_flickr01322,test
Angry/cat_flickr01323.mp3,Angry,Angry/cat_flickr01323,train
Angry/cat_flickr01339.mp3,Angry,Angry/cat_flickr01339,train
Angry/cat_flickr01340.mp3,Angry,Angry/cat_flickr01340,train
Angry/cat_flickr01344.mp3,Angry,Angry/cat_flickr01344,train
Angry/cat_flickr0136.mp3,Angry,Angry/cat_flickr0136,train
Angry/cat_flickr0138.mp3,Angry,Angry/cat_flickr0138,train
Angry/cat_flickr0139.mp3,Angry,Angry/cat_flickr0139,val
Angry/cat_flickr0140.mp3,Angry,Angry/cat_flickr0140,train
Angry/cat_flickr01407.mp3,Angry,Angry/cat_flickr01407,test
Angry/cat_flickr01408.mp3,Angry,Angry/cat_flickr01408,train
Angry/cat_flickr0141.mp3,Angry,Angry/cat_flickr0141,train
Angry/cat_flickr01416.mp3,Angry,Angry/cat_flickr01416,train
Angry/cat_flickr01417.mp3,Angry,Angry/cat_flickr01417,train
Angry/cat_flickr0142.mp3,Angry,Angry/cat_flickr0142,test
Angry/cat_flickr01420.mp3,Angry,Angry/cat_flickr01420,test
Angry/cat_flickr0143.mp3,Angry,Angry/cat_flickr0143,test
Angry/cat_flickr01431.mp3,Angry,Angry/cat_flickr01431,val
Angry/cat_flickr01435.mp3,Angry,Angry/cat_flickr01435,val
Angry/cat_flickr01436.mp3,Angry,Angry/cat_flickr01436,train
Angry/cat_flickr01437.mp3,Angry,Angry/cat_flickr01437,train
Angry/cat_flickr01438.mp3,Angry,Angry/cat_flickr01438,train
Angry/cat_flickr0144.mp3,Angry,Angry/cat_flickr0144,train
Angry/cat_flickr01441.mp3,Angry,Angry/cat_flickr01441,train
Angry/cat_flickr01442.mp3,Angry,Angry/cat_flickr01442,train
Angry/cat_flickr01446.mp3,Angry,Angry/cat_flickr01446,val
Angry/cat_flickr01447.mp3,Angry,Angry/cat_flickr01447,train
Angry/cat_flickr01452.mp3,Angry,Angry/cat_flickr01452,test
Angry/cat_flickr01453.mp3,Angry,Angry/cat_flickr01453,val
Angry/cat_flickr01454.mp3,Angry,Angry/cat_flickr01454,train
Angry/cat_flickr01456.mp3,Angry,Angry/cat_flickr01456,train
Angry/cat_flickr01458.mp3,Angry,Angry/cat_flickr01458,train
Angry/cat_flickr01463.mp3,Angry,Angry/cat_flickr01463,train
Angry/cat_flickr01476 (2).mp3,Angry,Angry/cat_flickr01476,train
Angry/cat_flickr01476.mp3,Angry,Angry/cat_flickr01476,train
Angry/cat_flickr01477 (2).mp3,Angry,Angry/cat_flickr01477,train
Angry/cat_flickr01477.mp3,Angry,Angry/cat_flickr01477,train
Angry/cat_flickr01478.mp3,Angry,Angry/cat_flickr01478,train
Angry/cat_flickr01479.mp3,Angry,Angry/cat_flickr01479,train
Angry/cat_flickr0148.mp3,Angry,Angry/cat_flickr0148,train
Angry/cat_flickr01480.mp3,Angry,Angry/cat_flickr01480,train
Angry/cat_flickr01481.mp3,Angry,Angry/cat_flickr01481,train
Angry/cat_flickr01482 (2).mp3,Angry,Angry/cat_flickr01482,train
Angry/cat_flickr0149.mp3,Angry,Angry/cat_flickr0149,train
Angry/cat_flickr01493.mp3,Angry,Angry/cat_flickr01493,train
Angry/cat_flickr01494.mp3,Angry,Angry/cat_flickr01494,train
Angry/cat_flickr01495.mp3,Angry,Angry/cat_flickr01495,test
Angry/cat_flickr01496.mp3,Angry,Angry/cat_flickr01496,train
Angry/cat_flickr01497 (2).mp3,Angry,Angry/cat_flickr01497,train
Angry/cat_flickr01498.mp3,Angry,Angry/cat_flickr01498,test
Angry/cat_flickr01499.mp3,Angry,Angry/cat_flickr01499,train
Angry/cat_flickr01501.mp3,Angry,Angry/cat_flickr01501,train
Angry/cat_flickr01502.mp3,Angry,Angry/cat_flickr01502,test
Angry/cat_flickr01503.mp3,Angry,Angry/cat_flickr01503,test
Angry/cat_flickr01504.mp3,Angry,Angry/cat_flickr01504,train
Angry/cat_flickr0161.mp3,Angry,Angry/cat_flickr0161,train
Angry/cat_flickr0162.mp3,Angry,Angry/cat_flickr0162,train
Angry/cat_flickr0163.mp3,Angry,Angry/cat_flickr0163,val
Angry/cat_flickr0164.mp3,Angry,Angry/cat_flickr0164,train
Angry/cat_flickr0166.mp3,Angry,Angry/cat_flickr0166,train
Angry/cat_flickr0167.mp3,Angry,Angry/cat_flickr0167,train
Angry/cat_flickr0168.mp3,Angry,Angry/cat_flickr0168,train
Angry/cat_flickr0169.mp3,Angry,Angry/cat_flickr0169,test
Angry/newang.mp3,Angry,Angry/newang,train
Defence/Cat_HIss10023.mp3,Defence,Defence/cat_hiss10023,train
Defence/Cat_HIss10024.mp3,Defence,Defence/cat_hiss10024,train
Defence/Cat_HIss10028.mp3,Defence,Defence/cat_hiss10028,train
Defence/Cat_HIss10031.mp3,Defence,Defence/cat_hiss10031,train
Defence/Cat_HIss10033.mp3,Defence,Defence/cat_hiss10033,train
Defence/Cat_HIss10034.mp3,Defence,Defence/cat_hiss10034,val
Defence/Cat_HIss10035.mp3,Defence,Defence/cat_hiss10035,train
Defence/Cat_HIss10036.mp3,Defence,Defence/cat_hiss10036,train
Defence/Cat_HIss1051.mp3,Defence,Defence/cat_hiss1051,train
Defence/Cat_HIss1093.mp3,Defence,Defence/cat_hiss1093,train
Defence/Cat_Hass1043.mp3,Defence,Defence/cat_hass1043,train
Defence/Cat_Hass1050.mp3,Defence,Defence/cat_hass1050,train
Defence/Cat_Hass1054.mp3,Defence,Defence/cat_hass1054,train
Defence/Cat_Hass1066.mp3,Defence,Defence/cat_hass1066,val
Defence/Cat_Hiss10010.mp3,Defence,Defence/cat_hiss10010,test
Defence/Cat_Hiss10012.mp3,Defence,Defence/cat_hiss10012,train
Defence/Cat_Hiss10013.mp3,Defence,Defence/cat_hiss10013,val
Defence/Cat_Hiss10038.mp3,Defence,Defence/cat_hiss10038,val
Defence/Cat_Hiss10043.mp3,Defence,Defence/cat_hiss10043,train
Defence/Cat_Hiss10044.mp3,Defence,Defence/cat_hiss10044,train
Defence/Cat_Hiss10045.mp3,Defence,Defence/cat_hiss10045,test
Defence/Cat_Hiss10047.mp3,Defence,Defence/cat_hiss10047,train
Defence/Cat_Hiss10048.mp3,Defence,Defence/cat_hiss10048,val
Defence/Cat_Hiss10049.mp3,Defence,Defence/cat_hiss10049,test
Defence/Cat_Hiss10051.mp3,Defence,Defence/cat_hiss10051,val
Defence/Cat_Hiss10053.mp3,Defence,Defence/cat_hiss10053,train
Defence/Cat_Hiss10054.mp3,Defence,Defence/cat_hiss10054,train
Defence/Cat_Hiss10055.mp3,Defence,Defence/cat_hiss10055,train
Defence/Cat_Hiss10056.mp3,Defence,Defence/cat_hiss10056,train
Defence/Cat_Hiss10057.mp3,Defence,Defence/cat_hiss10057,train
Defence/Cat_Hiss10059.mp3,Defence,Defence/cat_hiss10059,val
Defence/Cat_Hiss10060.mp3,Defence,Defence/cat_hiss10060,val
Defence/Cat_Hiss10061.mp3,Defence,Defence/cat_hiss10061,val
Defence/Cat_Hiss100613.mp3,Defence,Defence/cat_hiss100613,train
Defence/Cat_Hiss10062.mp3,Defence,Defence/cat_hiss10062,train
Defence/Cat_Hiss10063.mp3,Defence,Defence/cat_hiss10063,val
Defence/Cat_Hiss10064.mp3,Defence,Defence/cat_hiss10064,train
Defence/Cat_Hiss10065.mp3,Defence,Defence/cat_hiss10065,val
Defence/Cat_Hiss1041.mp3,Defence,Defence/cat_hiss1041,train
Defence/Cat_Hiss10515.mp3,Defence,Defence/cat_hiss10515,train
Defence/Cat_Hiss1060.mp3,Defence,Defence/cat_hiss1060,test
Defence/Cat_Hiss1061.mp3,Defence,Defence/cat_hiss1061,train
Defence/Cat_Hiss1065.mp3,Defence,Defence/cat_hiss1065,train
Defence/Cat_Hiss1071.mp3,Defence,Defence/cat_hiss1071,val
Defence/Cat_Hiss1073.mp3,Defence,Defence/cat_hiss1073,test
Defence/Cat_Hiss1075.mp3,Defence,Defence/cat_hiss1075,train
Defence/Cat_Hiss1077.mp3,Defence,Defence/cat_hiss1077,train
Defence/Cat_Hiss1078.mp3,Defence,Defence/cat_hiss1078,test
Defence/Cat_Hiss1083.mp3,Defence,Defence/cat_hiss1083,train
Defence/Cat_Hiss1088.mp3,Defence,Defence/cat_hiss1088,train
Defence/Cat_Hiss1095.mp3,Defence,Defence/cat_hiss1095,train
Defence/Cat_Hiss1096.mp3,Defence,Defence/cat_hiss1096,train
Defence/Cat_Hiss1097.mp3,Defence,Defence/cat_hiss1097,test
Defence/Cat_Hissing1025.mp3,Defence,Defence/cat_hissing1025,val
Defence/Cat_YoutubeLLT42345.mp3,Defence,Defence/cat_youtubellt42345,train
Defence/Cat_YoutubeLLT42346.mp3,Defence,Defence/cat_youtubellt42346,train
Defence/Cat_YoutubeLLT42347.mp3,Defence,Defence/cat_youtubellt42347,train
Defence/Cat_YoutubeLLT42357 (2).mp3,Defence,Defence/cat_youtubellt42357,train
Defence/Cat_YoutubeLLT42359.mp3,Defence,Defence/cat_youtubellt42359,train
Defence/Cat_YoutubeLLT42360.mp3,Defence,Defence/cat_youtubellt42360,train
Defence/Cat_YoutubeLLT42361.mp3,Defence,Defence/cat_youtubellt42361,train
Defence/Cat_YoutubeLLT42363.mp3,Defence,Defence/cat_youtubellt42363,train
Defence/Cat_YoutubeLLT42364.mp3,Defence,Defence/cat_youtubellt42364,train
Defence/Cat_YoutubeLLT42366 (2).mp3,Defence,Defence/cat_youtubellt42366,train
Defence/Cat_YoutubeLLT42366.mp3,Defence,Defence/cat_youtubellt42366,train
Defence/Cat_hiss.mp3,Defence,Defence/cat_hiss,test
Defence/Cathiss1010.mp3,Defence,Defence/cathiss1010,train
Defence/Edit9001Hiss (2).mp3,Defence,Defence/edit9001hiss,train
Defence/Edit9001Hiss.mp3,Defence,Defence/edit9001hiss,train
Defence/Edit9003Hiss.mp3,Defence,Defence/edit9003hiss,train
Defence/Edit9006Hiss.mp3,Defence,Defence/edit9006hiss,val
Defence/Edit9013Hiss.mp3,Defence,Defence/edit9013hiss,train
Defence/Edit9014Hiss.mp3,Defence,Defence/edit9014hiss,train
